NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-YYTSPAL5,01/04/2023,12:54,886,EXITOSA,España,Úrsula,Fernandez,Izaguirre,Senegal,X3205334P,España,08/01/1917,False,Pepita,Chamorro,,Austria,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-HBJIXDUY,01/04/2023,14:52,603,EXITOSA,España,Alberto,Toledo,Pacheco,Ecuador,X5796125X,Rwanda,18/01/1988,False,Adelardo,Toledo,Andrade,Ecuador,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-GZ5Y3835,01/04/2023,09:20,1322,EXITOSA,España,Vera,Alberdi,,Antigua y Barbuda,X7843041H,España,20/08/2009,False,Juan José,Alberdi,Salinas,Antigua y Barbuda,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-LQLJIKMD,01/04/2023,11:09,2384,EXITOSA,España,Felisa,Cardona,Diez,Vietman,Z5194129K,Albania,22/05/2007,False,Victor,Cardona,Robles,Vietman,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-8NF4CIPO,01/05/2023,16:36,2958,EXITOSA,España,Rosa María,Azorin,Peiró,Kuwait,Y2671292V,Canadá,10/01/1961,False,Hipólito,Azorin,Izaguirre,Kuwait,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-UAX757ST,01/05/2023,17:01,406,EXITOSA,España,Rosa María,Azorin,Peiró,Kuwait,Y2671292V,Canadá,10/01/1961,False,Hipólito,Azorin,Izaguirre,Kuwait,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-8MZ8H2V7,01/05/2023,14:39,1287,EXITOSA,España,Eutimio,Barriga,Costa,Libia,Y5262287Q,Belarús,30/03/1938,False,Jose Angel,Barriga,Tolosa,Libia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-FWPU9CO1,01/06/2023,21:41,1128,EXITOSA,España,Javier,Barral,Checa,Jamaica,Y6839596P,República de Moldova,04/02/2010,False,Nayara,Barral,Velázquez,Jamaica,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-DDJXZ8Q1,01/07/2023,17:50,2436,EXITOSA,España,Eliana,Leon,Morera,Malawi,Z1186700C,Argelia,05/11/1960,False,Fidela,Leon,Chamorro,Malawi,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-T7BDG5AL,01/07/2023,21:13,1085,EXITOSA,España,Marino,Romeu,,Lituania,Z9756605X,Afganistán,02/04/1989,False,Jonatan,Romeu,Losa,Lituania,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-BZP7R90P,01/07/2023,21:23,79,EXITOSA,España,Josep,Estevez,Belda,Zambia,Y2076183X,Azerbaiyán,23/10/1968,False,Paulina,Estevez,Benito,Zambia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-XDXUUKMT,01/08/2023,15:47,1440,EXITOSA,España,Clementina,Meléndez,,Bélgica,X5836907J,Libia,17/06/1918,False,Encarna,Meléndez,Ros,Bélgica,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-JT1782FM,01/08/2023,12:49,2327,FALLIDA,España,Cecilio,Camacho,Roldan,Lituania,Z9756605X,Afganistán,02/04/1989,False,Jonatan,Romeu,Losa,Lituania,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-0QPKOOX5,01/09/2023,10:58,1680,EXITOSA,España,Eugenio,Velázquez,Trillo,Lesotho,Z4853657H,Eslovenia,23/07/1985,False,Primitivo,Velázquez,Taboada,Lesotho,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-44GLZ5RM,01/09/2023,18:08,648,EXITOSA,España,Vicenta,Acevedo,Escamilla,Niger,X0961077E,Afganistán,23/10/1965,False,Luna,Acevedo,,Niger,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-VIYTOCI3,01/09/2023,21:02,1373,EXITOSA,España,Belen,Badía,Espada,Zimbabwe,Z6919030Z,Gabón,28/09/2013,False,Modesto,Badía,Cabrera,Zimbabwe,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-RWTITJNE,01/10/2023,12:20,1193,CANCELADA,España,Azahara,Español,Páez,Rwanda,X4730478E,República Dominicana,25/05/1925,False,Juanito,Español,Gaya,Rwanda,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-3NQJBCD6,01/11/2023,21:49,1745,EXITOSA,España,Liliana,Pino,Manzanares,Lituania,X0340805Z,Albania,08/03/2001,False,Ciríaco,Pino,Girón,Lituania,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-LXDFPRTG,01/11/2023,05:59,568,EXITOSA,España,América,Herrera,Pozuelo,República Árabe Siria,Y0621131F,Lituania,16/05/1950,False,Silvia,Herrera,Giménez,República Árabe Siria,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-Q5EDF8Z4,01/11/2023,19:15,1399,EXITOSA,España,Marino,Chamorro,Cano,Austria,Y5053023Y,San Vicente y las Granadinas,23/05/2000,False,Pepita,Chamorro,,Austria,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-RHFBNWL0,01/12/2023,12:36,619,EXITOSA,España,Rómulo,Colom,Aguirre,Indonesia,X1654143Y,Egipto,28/03/1924,False,Florentina,Lobo,Larrea,Indonesia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-61QQVB2I,01/12/2023,11:06,2030,CANCELADA,España,Belen,Badía,Espada,Zimbabwe,Z6919030Z,Gabón,28/09/2013,False,Modesto,Badía,Cabrera,Zimbabwe,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-H7PQLFA5,01/12/2023,21:56,2246,EXITOSA,España,Yolanda,Reig,Lobato,Granada,Z4452913A,Camboya,29/09/1995,False,Caridad,Reig,Perez,Granada,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-JBHV4DK4,01/12/2023,12:30,1017,EXITOSA,España,Olegario,Rico,Caro,Bolivia,Y5638521Q,Tuvalu,26/11/2020,False,Eusebia,Rico,Gilabert,Bolivia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-GLT0U8OH,01/12/2023,14:31,413,CANCELADA,España,Isidro,Ríos,Pascual,Filipinas,X9708573C,Omán,07/10/1961,False,Óscar,Ríos,Villa,Filipinas,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-SBWEGZRF,02/01/2023,12:54,2231,CANCELADA,España,Teresita,Rovira,,Italia,Y6091153P,Burkina Faso,01/06/1909,False,Emigdio,Casal,Medina,Comoras,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-YPM6BQKA,02/01/2023,13:32,518,EXITOSA,España,Jenaro,Perelló,Codina,Vanuatu,Z5709898S,Djibouti,19/01/1973,False,Amador,Perelló,Barberá,Vanuatu,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-7KNAQ1DP,02/01/2023,15:45,1340,EXITOSA,España,Crescencia,Osuna,Gallo,Niger,Y5314190P,Kenya,19/08/1920,False,Nazario,Osuna,Ortuño,Niger,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-DKZUWT5X,02/02/2023,18:55,2555,EXITOSA,España,Beatriz,Gámez,,Rwanda,Y4436927B,Federación de Rusia,14/02/1965,False,Jose Manuel,Gámez,Barco,Rwanda,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-24Q1HZQU,02/03/2023,09:26,2594,EXITOSA,España,Octavia,Rey,Jáuregui,Bélgica,Y3893984Y,Noruega,01/08/1953,False,Eulalia,Rey,Garay,Bélgica,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-9S1XSBKC,02/03/2023,14:47,937,EXITOSA,España,Nazaret,Arcos,Conesa,Bélgica,X8671622R,Federación de Rusia,19/07/1959,False,Nicolasa,Arcos,Bou,Bélgica,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-S99DQATY,02/05/2023,13:31,1314,EXITOSA,España,Poncio,Vaquero,Castellanos,Uzbekistán,Y3750340C,Palau,12/05/1978,False,Rosaura,Vaquero,Carrión,Uzbekistán,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-GOG1ZGBB,02/05/2023,12:00,433,EXITOSA,España,Guadalupe,Gutiérrez,Baños,Somalia,Y5888565G,Etiopía,24/02/1945,False,Aura,Gutiérrez,Pozo,Somalia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-WW6O2SSD,02/05/2023,16:32,2620,EXITOSA,España,Bautista,Lago,,Israel,Y0053668T,Mali,15/01/1989,False,Nerea,Lago,Vazquez,Israel,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-EX9JJXG7,02/06/2023,17:33,1030,EXITOSA,España,Aroa,Mínguez,Yáñez,Mongolia,Y8214026G,Jamaica,07/02/1996,False,María Luisa,Palacio,Jerez,Nueva Zelandia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-CUY8Y2BV,02/06/2023,11:59,1230,EXITOSA,España,Fulgencio,Manzanares,,Barbados,Y9987492D,Andorra,21/06/1950,False,Felicia,Manzanares,Salmerón,Barbados,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-LJS4POLJ,02/06/2023,12:36,371,EXITOSA,España,Flavia,Buendía,Iniesta,San Marino,Y2710044Z,Turquía,23/02/2002,False,Celestino,Buendía,Solís,San Marino,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-7RAF2F7J,02/06/2023,17:32,377,EXITOSA,España,Ignacio,Perales,,Singapur,Z2989272J,Suriname,03/09/1936,False,Humberto,Perales,,Singapur,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-VVUVV68Y,02/07/2023,09:27,2387,EXITOSA,España,María Pilar,Aguilera,Miguel,Túnez,Z4088537Q,Jamaica,25/11/1980,False,Amador,Aguilera,Quintanilla,Túnez,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-0DWOYH2A,02/07/2023,10:54,590,EXITOSA,España,Jenny,Caparrós,Niño,Canadá,Z5852749J,Luxemburgo,30/12/1965,False,Evelia,Caparrós,Macías,Canadá,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-RA7AJ47V,02/07/2023,18:18,2798,EXITOSA,España,Apolonia,Busquets,Montesinos,Maldivas,Y7447351B,Gabón,07/08/2007,False,Roxana,Busquets,Zurita,Maldivas,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-J3KG9CH4,02/08/2023,20:30,624,EXITOSA,España,Yago,Diego,Puerta,Ghana,X2263512J,Suiza,22/06/1977,False,Celestino,Diego,Mayoral,Ghana,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-XG9U9Z8Z,02/08/2023,10:50,649,EXITOSA,España,Teodora,González,Escrivá,Italia,X8719809A,Uzbekistán,17/12/2021,False,Eduardo,González,Mir,Italia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-GRIP2I0B,02/08/2023,14:56,2387,EXITOSA,España,Enrique,Borrell,Olivera,Chad,X6236429W,Irán,07/08/1958,False,Albert,Borrell,,Chad,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-VC38E278,02/08/2023,14:50,256,CANCELADA,España,Marina,Pardo,Aguirre,Irlanda,Y8478906Q,Bosnia y Herzegovina,30/12/2022,False,Hilario,Pardo,Asenjo,Irlanda,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-UWEADJG9,02/08/2023,16:42,2847,EXITOSA,España,José María,Exposito,Bolaños,Burundi,X3684962V,Swazilandia,16/01/2012,False,Ernesto,Exposito,,Burundi,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-VWPV8YIZ,02/08/2023,21:19,970,EXITOSA,España,Rosario,Santamaría,Lladó,Bahamas,X7941699Y,Líbano,21/08/1990,False,Adelardo,Santamaría,,Bahamas,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-CKRR0PIS,02/09/2023,17:51,2438,EXITOSA,España,Macarena,Moll,Domínguez,Estados Unidos de América,X9614235M,Eslovaquia,13/08/2006,False,Consuelo,Moll,,Estados Unidos de América,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-NH5R8LID,02/09/2023,20:54,1676,EXITOSA,España,Tristán,Galan,,Papua Nueva Guinea,Y1345409S,Vanuatu,09/01/2023,False,Jose,Galan,Nadal,Papua Nueva Guinea,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-XVQDR7Y9,02/10/2023,12:34,1670,EXITOSA,España,Emelina,Merino,Cañas,Noruega,X2794609V,Nicaragua,18/06/2020,False,Edu,Merino,Aguado,Noruega,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-80F5EK8Z,02/10/2023,02:43,1596,EXITOSA,España,Albert,Salazar,Teruel,Nueva Zelandia,Z3894610W,República Dominicana,16/07/1995,False,Marcia,Salazar,Novoa,Nueva Zelandia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-L9DEB3H5,02/10/2023,14:48,1917,EXITOSA,España,Flavia,Buendía,Iniesta,San Marino,Y2710044Z,Turquía,23/02/2002,False,Celestino,Buendía,Solís,San Marino,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-OB4P5UE9,02/11/2023,21:51,408,EXITOSA,España,Encarnación,Seco,Vazquez,Argelia,Y1749997X,Samoa,17/12/1992,False,Desiderio,Seco,Tudela,Argelia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-SHQ55HQX,02/12/2023,12:34,2372,EXITOSA,España,Albano,Acero,Romero,Venezuela,X4819465E,Eritrea,29/07/1937,False,Noé,Acero,Mascaró,Venezuela,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-2X4I9GMO,02/12/2023,20:39,681,EXITOSA,España,Gema,Ramón,Río,Luxemburgo,X0330354M,Italia,31/08/1995,False,Paulino,Ramón,Quintero,Luxemburgo,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-PY1J9MBI,03/01/2023,11:11,778,EXITOSA,España,Toribio,Barranco,Vallés,Kiribati,Z9151407B,Bahrein,10/11/1917,False,Gema,Barranco,Borrell,Kiribati,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-JXD2QHYH,03/01/2023,21:18,380,EXITOSA,España,Anastasia,Ropero,,Croacia,X3781092F,Haití,14/10/1976,False,Gil,Vaquero,,Rwanda,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-79DPQ5RM,03/01/2023,21:53,1042,EXITOSA,España,Elisabet,Ramírez,,Eslovaquia,Y4232262T,Malasia,18/02/1996,False,Lázaro,Ramírez,Real,Eslovaquia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-3V8WGWJC,03/01/2023,13:58,740,EXITOSA,España,Alberto,Toledo,Pacheco,Ecuador,X5796125X,Rwanda,18/01/1988,False,Adelardo,Toledo,Andrade,Ecuador,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-QQHXWIEK,03/01/2023,17:52,1991,EXITOSA,España,Apolonia,Busquets,Montesinos,Maldivas,Y7447351B,Gabón,07/08/2007,False,Roxana,Busquets,Zurita,Maldivas,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-ZK9A31WV,03/01/2023,17:17,1564,EXITOSA,España,Melania,Solera,Valbuena,Mauritania,Y8793179V,Estados Unidos de América,31/12/2013,False,Vicente,Solera,Roman,Mauritania,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-SIKFYN4Z,03/01/2023,10:47,1283,EXITOSA,España,Ainoa,Rojas,Arellano,República Unida de Tanzanía,Z3068303Q,Ghana,14/01/2009,False,Valero,Carreras,,República Unida de Tanzanía,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-PSW8I2ZB,03/01/2023,14:15,2967,EXITOSA,España,Eladio,Pareja,Bou,México,X9382404Z,Chile,08/12/1999,False,Victoria,Pareja,Ferrer,México,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-DHVWUCLD,03/02/2023,17:34,1559,EXITOSA,España,Inocencio,Río,Cáceres,Bahrein,Z7978767A,Sri Lanka,27/10/1977,False,Seve,Saura,Duque,Bahrein,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-V5EOAS2C,03/02/2023,19:45,351,EXITOSA,España,Ricarda,Pelayo,Vidal,República Árabe Siria,Z4677002A,Swazilandia,24/01/1958,False,Purificación,Pelayo,,República Árabe Siria,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-00KDO6U0,03/02/2023,09:39,1668,EXITOSA,España,Duilio,Redondo,Codina,Bolivia,Z4051100T,Indonesia,02/02/1981,False,Manuela,Redondo,Bárcena,Bolivia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-IY78IQUP,03/02/2023,21:25,242,EXITOSA,España,José María,Guerra,Botella,Djibouti,Y7616377X,Santo Tomé y Príncipe,08/01/1913,False,Lucila,Guerra,Bermúdez,Djibouti,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-O42NHXHC,03/03/2023,15:00,2160,EXITOSA,España,Poncio,Escamilla,,Turkmenistán,X0505400K,Noruega,22/08/1952,False,Juan Luis,Escamilla,,Turkmenistán,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-8QSCEZYT,03/03/2023,11:56,1177,CANCELADA,España,César,Gimeno,Pujol,Angola,Z9787302W,Sudán del Sur,30/08/1968,True,Severino,Hervia,Carbajo,Micronesia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-SOGLQ8IV,03/03/2023,17:10,1838,EXITOSA,España,Elisabet,Tamayo,Calvet,Hungría,Y7528117R,Camboya,19/01/1961,False,Julio,Tamayo,Villalobos,Hungría,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-N4JHMNPQ,03/03/2023,20:10,880,EXITOSA,España,Ximena,Noriega,Ferrán,Suriname,Y6061137F,Costa Rica,01/03/1940,False,Viviana,Noriega,Vives,Suriname,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-B4XQG04H,03/03/2023,18:44,2559,EXITOSA,España,Celestino,Rojas,Roig,Santa Lucía,Z6750020P,Kiribati,16/05/1993,False,Timoteo,Sarmiento,Barco,Bhután,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-D2REF00S,03/03/2023,14:29,781,EXITOSA,España,Emelina,Merino,Cañas,Noruega,X2794609V,Nicaragua,18/06/2020,False,Edu,Merino,Aguado,Noruega,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-MPZHANJB,03/04/2023,02:01,2010,EXITOSA,España,Albert,Valentín,Pellicer,Madagascar,X7294480F,Zimbabwe,20/02/1983,False,Juan Francisco,Valentín,Plana,Madagascar,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-MT3QW8LU,03/04/2023,14:37,948,EXITOSA,España,Modesta,Nadal,,Malta,X5627449Q,Trinidad y Tabago,11/08/1966,False,Begoña,Nadal,Asenjo,Malta,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-M400T9IE,03/04/2023,20:37,2263,EXITOSA,España,Jonatan,Aliaga,Coll,Cabo Verde,Z1686138J,Nauru,06/01/1999,False,José Ángel,Aliaga,Peñas,Cabo Verde,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-WFJPAQ4Q,03/05/2023,18:13,2926,EXITOSA,España,Jaime,Villalobos,,Austria,Y5053023Y,San Vicente y las Granadinas,23/05/2000,False,Pepita,Chamorro,,Austria,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-MCK46XJ3,03/05/2023,15:44,2407,EXITOSA,España,Eugenio,Velázquez,Trillo,Lesotho,Z4853657H,Eslovenia,23/07/1985,False,Primitivo,Velázquez,Taboada,Lesotho,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-IKF86PE5,03/05/2023,17:22,1037,EXITOSA,España,Cintia,Gallego,Quero,Haití,Y4109436V,Kazajstán,11/05/1991,False,Reyes,Gallego,Haro,Haití,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-0ELITROR,03/05/2023,19:38,1003,EXITOSA,España,Emelina,Merino,Cañas,Noruega,X2794609V,Nicaragua,18/06/2020,False,Edu,Merino,Aguado,Noruega,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-U2TTXLGS,03/06/2023,16:53,934,EXITOSA,España,Celestino,Rojas,Roig,Santa Lucía,Z6750020P,Kiribati,16/05/1993,False,Tomasa,Alonso,,Burundi,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-49DWKTT2,03/06/2023,10:42,2992,CANCELADA,España,Isidro,Ríos,Pascual,Filipinas,X9708573C,Omán,07/10/1961,False,Óscar,Ríos,Villa,Filipinas,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-R8XGJXNJ,03/06/2023,18:19,2105,EXITOSA,España,Nidia,Guzman,Mínguez,Tailandia,X8109027D,Italia,22/03/2006,False,Clotilde,Guzman,Leal,Tailandia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-M9A6ZVQP,03/07/2023,10:50,1946,FALLIDA,España,Jesús,Anglada,Laguna,Yemen,X3090236W,Bahrein,27/06/1948,False,Hermenegildo,Anglada,Soriano,Yemen,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-R6ZZ8JUR,03/07/2023,20:00,1410,EXITOSA,España,Eliana,Leon,Morera,Malawi,Z1186700C,Argelia,05/11/1960,False,Fidela,Leon,Chamorro,Malawi,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-YZXIA4MT,03/07/2023,17:56,1716,EXITOSA,España,Emelina,Merino,Cañas,Noruega,X2794609V,Nicaragua,18/06/2020,False,Edu,Merino,Aguado,Noruega,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-S8RFQKDC,03/07/2023,19:08,102,EXITOSA,España,Eliana,Leon,Morera,Malawi,Z1186700C,Argelia,05/11/1960,False,Fidela,Leon,Chamorro,Malawi,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-AET3UFLY,03/08/2023,19:25,1332,EXITOSA,España,Regina,Castejón,Baena,Belice,X9045495D,Suecia,27/07/1914,False,Amaya,Castejón,,Belice,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-GPJPBPI3,03/08/2023,11:50,1601,EXITOSA,España,Chuy,Andreu,Cervera,Mongolia,Z3330197D,República Popular Democrática de Corea,03/02/1911,False,Cristóbal,Andreu,Cabrero,Mongolia,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-VR8ZUJCC,03/08/2023,13:17,2613,EXITOSA,España,Jenaro,Perelló,Codina,Vanuatu,Z5709898S,Djibouti,19/01/1973,False,Amador,Perelló,Barberá,Vanuatu,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-WP2Z5VCE,03/08/2023,21:01,1467,EXITOSA,España,Paulina,Jara,,Reino Unido de Gran Bretaña e Irlanda del Norte,Z3853665C,Alemania,11/12/1931,False,María Del Carmen,Jara,Torres,Reino Unido de Gran Bretaña e Irlanda del Norte,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-GAAHRMLB,03/08/2023,12:08,1361,EXITOSA,España,María Pilar,Aguilera,Miguel,Túnez,Z4088537Q,Jamaica,25/11/1980,False,Amador,Aguilera,Quintanilla,Túnez,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-JRTCM4D7,03/09/2023,13:09,834,EXITOSA,España,Rocío,Peinado,Ramirez,Maldivas,Z9516726K,Bahrein,24/01/1979,False,Felisa,Peinado,Escolano,Maldivas,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-LRQZ3FVE,03/09/2023,12:31,2617,EXITOSA,España,Ricarda,Pelayo,Vidal,República Árabe Siria,Z4677002A,Swazilandia,24/01/1958,False,Purificación,Pelayo,,República Árabe Siria,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-QADE4SS9,03/09/2023,09:21,1089,EXITOSA,España,Fabio,Prats,Larrea,Myanmar,Z9183660H,Uganda,20/08/2012,False,Constanza,Prats,Peláez,Myanmar,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-QUS5YTO6,03/09/2023,21:54,2817,EXITOSA,España,Noa,Moreno,Cuervo,Noruega,Z5093002W,Israel,10/11/1958,False,Felicidad,Moreno,Carreras,Noruega,Barcelona,Sujeto_Obligado10,Agente11594,False
TXN-E9Y15I2T,03/10/2023,11:18,2521,EXITOSA,España,Germán,Robledo,Carrión,Cuba,Y1319812V,Honduras,21/10/1944,False,Severino,Robledo,Piña,Cuba,Barcelona,Sujeto_Obligado10,Agente11594,False
