NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-XS23W0MQ,02/01/2023,19:39,594,EXITOSA,España,Ani,Villalonga,Barba,Georgia,X4745919F,Suiza,25/07/2006,False,Nicolás,Villalonga,,Georgia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-M0ZZE1G7,02/01/2023,16:26,1992,EXITOSA,España,Crescencia,Osuna,Gallo,Niger,Y5314190P,Kenya,19/08/1920,False,Nazario,Osuna,Ortuño,Niger,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-5Z90T2VS,02/01/2023,16:58,385,EXITOSA,España,Bernarda,Olivares,Tejedor,Emiratos Árabes Unidos,X4064277Q,Sierra Leona,07/12/1974,False,Valentina,Olivares,Chamorro,Emiratos Árabes Unidos,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-ANBABX58,02/02/2023,18:25,1758,EXITOSA,España,Juliana,Asensio,Ayuso,Omán,Y8375950P,Chipre,29/06/2004,False,Jordi,Asensio,Torrents,Omán,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-VCZ875AG,02/02/2023,11:57,1904,EXITOSA,España,Olegario,Rico,Caro,Bolivia,Y5638521Q,Tuvalu,26/11/2020,False,Eusebia,Rico,Gilabert,Bolivia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-UQDRIVWW,02/02/2023,09:02,1431,EXITOSA,España,Melania,Solera,Valbuena,Mauritania,Y8793179V,Estados Unidos de América,31/12/2013,False,Vicente,Solera,Roman,Mauritania,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-C5GBPT8C,02/06/2023,16:23,541,EXITOSA,España,Carina,Salamanca,Aguilar,Guinea Bissau,Y7028126F,Arabia Saudita,10/09/1924,False,Amaya,Salamanca,Parejo,Guinea Bissau,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-N0A8UWM6,02/07/2023,20:01,1045,EXITOSA,España,Febe,Osuna,Baena,Belice,Z0643946C,Omán,05/06/2002,False,Chucho,Osuna,,Belice,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-9ZSL5XFJ,02/08/2023,20:56,2433,EXITOSA,España,Ariadna,Iñiguez,Cañellas,Burundi,X3684962V,Swazilandia,16/01/2012,False,Ernesto,Exposito,,Burundi,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-EBR9TH6U,02/08/2023,15:50,2121,EXITOSA,España,Cecilia,Piña,Rivera,Camboya,X3479717R,Hungría,27/04/1942,False,Rosario,Carrillo,,Camboya,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-ZCH75SV0,02/09/2023,12:41,651,EXITOSA,España,Juan Luis,Feliu,Flores,Pakistán,X3453794E,Sudán del Sur,21/04/1919,False,Nicolasa,Feliu,Romeu,Pakistán,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-3CQL620I,02/10/2023,19:47,341,EXITOSA,España,Salomé,Bonilla,Azorin,Swazilandia,X2501157E,Botswana,09/11/1921,False,Matías,Bonilla,,Swazilandia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-OEL4G673,02/12/2023,21:12,2057,EXITOSA,España,Emigdio,Villanueva,Sebastián,Brasil,X8040002F,Eslovenia,07/04/1994,False,Rosaura,Villanueva,Coloma,Brasil,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-JOQSNXOX,03/01/2023,14:12,1102,EXITOSA,España,Severino,Rosales,Miguel,Dominicana,X6084787E,Camerún,24/12/1915,False,Eliana,Rosales,Frutos,Dominicana,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-GQQJ9GPZ,03/02/2023,17:05,1090,FALLIDA,España,Adrián,Madrigal,,Togo,Y7772907W,Bhután,22/10/1929,False,Amaya,Salamanca,Parejo,Guinea Bissau,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-YDMIR9C0,03/04/2023,20:53,2117,EXITOSA,España,Sebastián,Granados,,Serbia,X4303137K,Zambia,10/08/1985,False,Dominga,Granados,Andreu,Serbia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-HQS0LRGX,03/05/2023,21:32,1571,EXITOSA,España,Narciso,Salom,Lago,Uruguay,Z1456194T,Saint Kitts y Nevis,02/10/1962,True,Norberto,Salom,,Uruguay,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-NCPO49O3,03/06/2023,15:40,105,EXITOSA,España,Josep,Estevez,Belda,Zambia,Y2076183X,Azerbaiyán,23/10/1968,False,Paulina,Estevez,Benito,Zambia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-AGI0ID1L,03/08/2023,11:20,294,EXITOSA,España,Bernarda,Olivares,Tejedor,Emiratos Árabes Unidos,X4064277Q,Sierra Leona,07/12/1974,False,Valentina,Olivares,Chamorro,Emiratos Árabes Unidos,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-RHSQ6FZ2,03/09/2023,09:16,2650,EXITOSA,España,María Belén,Gomila,Nebot,Kirguistán,X5759274M,República Árabe Siria,19/01/2024,False,Noemí,Gomila,Español,Kirguistán,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-EX0N7QLL,03/09/2023,16:46,152,EXITOSA,España,Severo,Lobo,Lerma,Indonesia,X1654143Y,Egipto,28/03/1924,False,Florentina,Lobo,Larrea,Indonesia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-JE3TQZ79,03/10/2023,16:05,2435,EXITOSA,España,Rosa María,Azorin,Peiró,Kuwait,Y2671292V,Canadá,10/01/1961,False,Hipólito,Azorin,Izaguirre,Kuwait,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-XFHYSR76,03/11/2023,15:24,2338,EXITOSA,España,Odalis,Muñoz,Aguado,Estados Unidos de América,Z8316239L,Madagascar,19/05/1991,False,Hugo,Muñoz,Vives,Estados Unidos de América,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-J52E0HIX,03/11/2023,15:41,2083,EXITOSA,España,María,Olivera,Collado,Mauricio,Y8883275E,República de Corea,26/10/1955,False,Gertrudis,Olivera,,Mauricio,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-O77R7E6U,03/12/2023,16:19,505,EXITOSA,España,María,Olivera,Collado,Mauricio,Y8883275E,República de Corea,26/10/1955,False,Gertrudis,Olivera,,Mauricio,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-CSE9NGKD,04/01/2023,13:55,1832,EXITOSA,España,Martina,Ferrer,Salgado,Benin,Y9682325Y,Sri Lanka,19/03/2014,False,Jordán,Ferrer,Solsona,Benin,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-0CG7APAX,04/01/2023,10:25,602,EXITOSA,España,Octavio,Rosales,,Chipre,Z9326552B,Uganda,16/04/1918,False,Isidora,Portero,,Ghana,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-15GJFOW3,04/03/2023,11:40,314,EXITOSA,España,Jesús,Anglada,Laguna,Yemen,X3090236W,Bahrein,27/06/1948,False,Hermenegildo,Anglada,Soriano,Yemen,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-QPE6PGRJ,04/03/2023,09:14,1317,CANCELADA,España,Narciso,Salom,Lago,Uruguay,Z1456194T,Saint Kitts y Nevis,02/10/1962,True,Norberto,Salom,,Uruguay,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-3ROVUZXO,04/03/2023,15:02,1326,EXITOSA,España,María Belén,Gomila,Nebot,Kirguistán,X5759274M,República Árabe Siria,19/01/2024,False,Noemí,Gomila,Español,Kirguistán,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-3IOR9TXV,04/04/2023,17:15,1243,EXITOSA,España,Celestino,Rincón,Lucena,Líbano,ZZZ5FBE6,Belarús,19/01/1933,False,Iván,Rincón,Mariscal,Líbano,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-PYL1NLSY,04/04/2023,11:36,1933,FALLIDA,España,Lalo,Ribes,Verdú,Islas Salomón,X3070927J,Andorra,31/07/2021,False,Miguel Ángel,Ribes,Bayo,Islas Salomón,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-IM58XNTE,04/04/2023,12:29,590,EXITOSA,España,Toribio,Barranco,Vallés,Kiribati,Z9151407B,Bahrein,10/11/1917,False,Gema,Barranco,Borrell,Kiribati,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-2MNVFYBE,04/05/2023,20:42,2579,EXITOSA,España,Poncio,Vaquero,Castellanos,Uzbekistán,Y3750340C,Palau,12/05/1978,False,Rosaura,Vaquero,Carrión,Uzbekistán,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-NXOUMWFP,04/06/2023,14:32,2437,FALLIDA,España,Ignacio,Perales,,Singapur,Z2989272J,Suriname,03/09/1936,False,Humberto,Perales,,Singapur,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-FNBQ5EX3,04/06/2023,18:56,1046,EXITOSA,España,Encarnacion,Arias,Nogués,Lesotho,X9658091T,Libia,19/10/1995,False,Asunción,Arias,Jiménez,Lesotho,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-6N3TBYWC,04/08/2023,10:36,2575,EXITOSA,España,Édgar,Cardona,Tomás,Malta,X5627449Q,Trinidad y Tabago,11/08/1966,False,Begoña,Nadal,Asenjo,Malta,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-3HTNH0R2,04/08/2023,12:08,2591,EXITOSA,España,Dafne,Uría,Águila,Islas Salomón,X4507074V,Mozambique,10/08/1923,False,Cristian,Uría,Calvet,Islas Salomón,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-JCDBU0CQ,04/08/2023,12:22,388,EXITOSA,España,Zaida,Landa,Aguado,Guyana,X3915229P,Bahamas,12/10/1917,False,Montserrat,Landa,Ariño,Guyana,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-8X86TW4N,04/09/2023,09:20,530,EXITOSA,España,Florinda,Romeu,,Gambia,Y4560972V,Albania,15/01/1916,False,Tere,Canales,Agullo,Marruecos,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-2KEGIBF0,04/10/2023,21:48,2740,EXITOSA,España,María,Olivera,Collado,Mauricio,Y8883275E,República de Corea,26/10/1955,False,Gertrudis,Olivera,,Mauricio,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-CAZ4NM6U,04/10/2023,09:37,986,EXITOSA,España,Román,Alcaraz,Bernad,República de Macedonia del Norte,ZZZ4BDEF,Belice,21/10/2003,False,Zaida,Alcaraz,Ferreras,República de Macedonia del Norte,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-F935YDXS,04/10/2023,12:39,2217,EXITOSA,España,José María,Exposito,Bolaños,Burundi,X3684962V,Swazilandia,16/01/2012,False,Ernesto,Exposito,,Burundi,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-G64PLB9S,04/11/2023,10:03,534,EXITOSA,España,Marcelo,Ferrández,Elorza,Mónaco,Z4570170Y,Eslovaquia,06/08/2010,False,Segismundo,Ferrández,Calderón,Mónaco,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-LVS7BOCW,04/11/2023,13:55,1871,CANCELADA,España,Macarena,Moll,Domínguez,Estados Unidos de América,X9614235M,Eslovaquia,13/08/2006,False,Consuelo,Moll,,Estados Unidos de América,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-9QDJK5LF,05/02/2023,17:10,1424,EXITOSA,España,Victoriano,Arregui,Ariza,Bulgaria,X5803759P,Federación de Rusia,24/09/1974,False,Prudencio,Arregui,Quevedo,Bulgaria,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-9O8P3J6R,05/02/2023,10:06,454,EXITOSA,España,Evaristo,Alegria,Alberola,Maldivas,Y7447351B,Gabón,07/08/2007,False,Roxana,Busquets,Zurita,Maldivas,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-YGB3KVNZ,05/03/2023,16:22,1285,EXITOSA,España,Vera,Alberdi,,Antigua y Barbuda,X7843041H,España,20/08/2009,False,Juan José,Alberdi,Salinas,Antigua y Barbuda,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-67HYH76O,05/03/2023,21:25,280,EXITOSA,España,Coral,Alvarez,Esparza,Trinidad y Tabago,Z2942158A,Maldivas,10/09/1915,False,Imelda,Alvarez,Paredes,Trinidad y Tabago,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-NP2082E0,05/04/2023,13:21,2493,EXITOSA,España,Santiago,Garzón,Cruz,Jamaica,X9310227B,Eslovenia,23/10/1928,False,Dani,Garzón,Valentín,Jamaica,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-IWSOV8SX,05/04/2023,09:12,2264,EXITOSA,España,Chuy,Andreu,Cervera,Mongolia,Z3330197D,República Popular Democrática de Corea,03/02/1911,False,Cristóbal,Andreu,Cabrero,Mongolia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-K5WILNCU,05/05/2023,10:23,1772,EXITOSA,España,Álvaro,Diez,Villanueva,Zimbabwe,Z6919030Z,Gabón,28/09/2013,False,Modesto,Badía,Cabrera,Zimbabwe,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-M7FMZBBA,05/06/2023,21:39,1357,EXITOSA,España,Luisina,Hoz,Campoy,San Marino,Z6538013S,Sudáfrica,28/06/1926,False,Bárbara,Hoz,Solana,San Marino,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-Y5OQN11S,05/07/2023,10:31,322,EXITOSA,España,Virgilio,Valera,,Côte d'Ivoire,Z1534152B,San Marino,12/07/1937,False,Jose Ignacio,Valera,Badía,Côte d'Ivoire,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-UL7V30PZ,05/08/2023,21:26,808,EXITOSA,España,Jordi,Ferrán,Ángel,Turkmenistán,Z3380435S,Brasil,15/01/1914,False,Joel,Ferrán,Arregui,Turkmenistán,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-W2EWK7W3,05/08/2023,18:15,2102,EXITOSA,España,Fabiana,Luz,Sanjuan,Guyana,X3915229P,Bahamas,12/10/1917,False,Montserrat,Landa,Ariño,Guyana,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-RLV5WREX,05/08/2023,11:39,2768,EXITOSA,España,Seve,Amat,Boada,Samoa,Y1016859C,India,26/04/1940,False,Geraldo,Amat,Soriano,Samoa,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-GK1G5Q5N,05/09/2023,17:19,704,EXITOSA,España,Arcelia,Tirado,Belda,Nigeria,X4663900Y,Kiribati,22/10/1977,False,Adriana,Tirado,Pinto,Nigeria,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-6MNNHE24,06/01/2023,13:51,1100,EXITOSA,España,Antonia,Catalá,Salom,República Democrática Popular Lao,X3918088S,Bosnia y Herzegovina,17/02/2013,False,Florentina,Lobo,Larrea,Indonesia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-GPAZV5QN,06/01/2023,18:07,1111,EXITOSA,España,Venceslás,Roldán,Maza,Kirguistán,X5759274M,República Árabe Siria,19/01/2024,False,Noemí,Gomila,Español,Kirguistán,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-AQYGS2WO,06/02/2023,19:09,1192,EXITOSA,España,José Manuel,Leon,Chaves,Liberia,Y2424436C,Kirguistán,24/10/1917,False,Dolores,Leon,Arenas,Liberia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-HZ3XTB7W,06/02/2023,21:47,1822,EXITOSA,España,Noemí,Caro,,Egipto,X7320193Y,Guinea,07/01/1993,False,Julieta,Peralta,Cabrero,Palau,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-0NSBP2VF,06/02/2023,19:42,163,EXITOSA,España,Eliana,Leon,Morera,Malawi,Z1186700C,Argelia,05/11/1960,False,Fidela,Leon,Chamorro,Malawi,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-PLKYCKEK,06/03/2023,18:14,774,EXITOSA,España,Juan Manuel,Valls,,Dinamarca,Y3838232Y,Lituania,06/10/1994,False,Ale,Valls,Ferrer,Dinamarca,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-EH5N35IV,06/03/2023,15:51,426,EXITOSA,España,Salomé,Bonilla,Azorin,Swazilandia,X2501157E,Botswana,09/11/1921,False,Matías,Bonilla,,Swazilandia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-BOELL7DQ,06/03/2023,13:53,2074,EXITOSA,España,Teodora,González,Escrivá,Italia,X8719809A,Uzbekistán,17/12/2021,False,Eduardo,González,Mir,Italia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-VQ8WKOYZ,06/03/2023,15:50,1360,EXITOSA,España,Teresita,Rovira,,Italia,Y6091153P,Burkina Faso,01/06/1909,False,Régulo,Espejo,Ricart,Tayikistán,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-BPDPXNI6,06/06/2023,14:01,2379,EXITOSA,España,Lisandro,Carmona,Diez,Filipinas,ZZZ1561A,Uruguay,24/05/1924,False,Pancho,Carmona,Gelabert,Filipinas,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-4Y4VD6ZY,06/08/2023,19:54,1226,EXITOSA,España,Noa,Moreno,Cuervo,Noruega,Z5093002W,Israel,10/11/1958,False,Felicidad,Moreno,Carreras,Noruega,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-XLC0IK09,06/11/2023,12:24,372,EXITOSA,España,Liliana,Pino,Manzanares,Lituania,X0340805Z,Albania,08/03/2001,False,Ciríaco,Pino,Girón,Lituania,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-EESKHPY4,06/12/2023,19:41,1255,EXITOSA,España,Socorro,Montes,Murcia,Malawi,X4246597S,Islas Marshall,08/12/1954,False,Ale,Valls,Ferrer,Dinamarca,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-AJZ4OMBC,07/02/2023,18:40,347,EXITOSA,España,Leticia,Aguilera,Correa,Mauricio,Y6265067L,Seychelles,17/08/1919,False,Amada,Aguilera,,Mauricio,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-TXCGLENK,07/04/2023,13:46,2428,EXITOSA,España,Jonatan,Morell,Montes,República de Moldova,Z2143331N,Polonia,24/05/1967,False,Andrés,Morell,,República de Moldova,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-ERN8YTCJ,07/04/2023,18:57,1407,EXITOSA,España,Isidro,Ríos,Pascual,Filipinas,X9708573C,Omán,07/10/1961,False,Óscar,Ríos,Villa,Filipinas,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-9A5ES06E,07/04/2023,16:16,1984,EXITOSA,España,Poncio,Escamilla,,Turkmenistán,X0505400K,Noruega,22/08/1952,False,Juan Luis,Escamilla,,Turkmenistán,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-W4209R0F,07/04/2023,20:04,57,EXITOSA,España,José,Ayllón,Nevado,Colombia,Z5161876Z,Egipto,26/03/1998,False,Joaquín,Ayllón,Trujillo,Colombia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-U5R7ZE09,07/05/2023,17:51,1534,EXITOSA,España,Felisa,Cardona,Diez,Vietman,Z5194129K,Albania,22/05/2007,False,Victor,Cardona,Robles,Vietman,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-MDONSLU2,07/06/2023,13:53,1913,EXITOSA,España,Narciso,Salom,Lago,Uruguay,Z1456194T,Saint Kitts y Nevis,02/10/1962,True,Norberto,Salom,,Uruguay,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-LEY5II13,07/06/2023,20:47,2685,EXITOSA,España,Noemí,Caro,,Egipto,X7320193Y,Guinea,07/01/1993,False,Norberto,Salom,,Uruguay,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-PTOPY7UD,07/06/2023,09:53,1153,EXITOSA,España,Lilia,Pareja,Molina,Saint Kitts y Nevis,Y4799099W,San Vicente y las Granadinas,02/03/2008,False,Jerónimo,Pareja,Pedrosa,Saint Kitts y Nevis,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-FRIJK8NH,07/07/2023,10:54,270,EXITOSA,España,Sandra,Rodrigo,Manrique,Liberia,X3617095T,Países Bajos,13/10/2001,False,Remigio,Rodrigo,Piñol,Liberia,La Eliana,Sujeto_Obligado3,Agente10006,False
TXN-23Y7RHKC,07/07/2023,15:20,1288,EXITOSA,España,Belen,Badía,Espada,Zimbabwe,Z6919030Z,Gabón,28/09/2013,False,Modesto,Badía,Cabrera,Zimbabwe,La Eliana,Sujeto_Obligado3,Agente10006,False
